Kind,Identifier,Common Facet,Leaf Term
3,10568,"Object, Drafting Instrument, Cymograph",Cymograph
3,10569,"Object, Drafting Instrument, Divider",Divider
3,10572,"Object, Drafting Instrument, Dividing Engine",Dividing Engine
3,10554,"Object, Drafting Instrument, Drafting Compass",Drafting Compass
3,10555,"Object, Drafting Instrument, Drafting Compass, Beam Compass",Beam Compass
3,10556,"Object, Drafting Instrument, Drafting Compass, Bow Compass",Bow Compass
3,10557,"Object, Drafting Instrument, Drafting Compass, Napier Compass",Napier Compass
3,10558,"Object, Drafting Instrument, Drafting Compass, Pencil Compass",Pencil Compass
3,10559,"Object, Drafting Instrument, Drafting Compass, Pillar Compass",Pillar Compass
3,10560,"Object, Drafting Instrument, Drafting Compass, Proportional Compass",Proportional Compass
3,10561,"Object, Drafting Instrument, Drafting Compass, Wing Compass",Wing Compass
3,10578,"Object, Drafting Instrument, Drafting Machine",Drafting Machine
3,10582,"Object, Drafting Instrument, Drafting Pen",Drafting Pen
3,10585,"Object, Drafting Instrument, Drafting Pen, Drafting Wheel",Drafting Wheel
3,10583,"Object, Drafting Instrument, Drafting Pen, Ruling Pen",Ruling Pen
3,10584,"Object, Drafting Instrument, Drafting Pen, Stylograph",Stylograph
3,10592,"Object, Drafting Instrument, Drafting Set",Drafting Set
3,10595,"Object, Drafting Instrument, Drafting Template",Drafting Template
3,10596,"Object, Drafting Instrument, Drafting Template, Lettering Template",Lettering Template
3,10597,"Object, Drafting Instrument, Drafting Triangle",Drafting Triangle
3,10598,"Object, Drafting Instrument, Drafting Triangle, 30-60-90 Triangle",30-60-90 Triangle
3,10599,"Object, Drafting Instrument, Drafting Triangle, 45-45-90 Triangle",45-45-90 Triangle
3,10600,"Object, Drafting Instrument, Drafting Triangle, Adjustable Triangle",Adjustable Triangle
3,10594,"Object, Drafting Instrument, Drawing Stylus",Drawing Stylus
3,10570,"Object, Drafting Instrument, Eccentrolinead",Eccentrolinead
3,10571,"Object, Drafting Instrument, Ellipsograph",Ellipsograph
3,10574,"Object, Drafting Instrument, Graduator",Graduator
3,10575,"Object, Drafting Instrument, Helicograph",Helicograph
3,10576,"Object, Drafting Instrument, Hyalograph",Hyalograph
3,10577,"Object, Drafting Instrument, Isograph",Isograph
3,10579,"Object, Drafting Instrument, Micrograph",Micrograph
3,10580,"Object, Drafting Instrument, Odontograph",Odontograph
3,10581,"Object, Drafting Instrument, Pantograph",Pantograph
3,10589,"Object, Drafting Instrument, Parallel Rule",Parallel Rule
3,10586,"Object, Drafting Instrument, Perspectograph",Perspectograph
3,10587,"Object, Drafting Instrument, Protractor",Protractor
3,10588,"Object, Drafting Instrument, Rhumboscope",Rhumboscope
3,10573,"Object, Drafting Instrument, Ruling Engine",Ruling Engine
3,10591,"Object, Drafting Instrument, Sectograph",Sectograph
3,10593,"Object, Drafting Instrument, Straightedge",Straightedge
3,10601,"Object, Drafting Instrument, T-Square",T-Square
3,10546,"Object, Drafting T&E",Drafting T&E
3,10605,"Object, Drafting Table",Drafting Table
3,10606,"Object, Drafting Tape",Drafting Tape
3,278,"Object, Drain",Drain
3,275,"Object, Drain Cover",Drain Cover
3,315,"Object, Drain Tile",Drain Tile
3,10547,"Object, Drawing Board",Drawing Board
3,6956,"Object, Drawing Frame",Drawing Frame
3,6427,"Object, Drawing Lift",Drawing Lift
3,14834,"Object, Drawing Toy",Drawing Toy
3,4723,"Object, Dredger",Dredger
3,4724,"Object, Dredger, Flour Shaker",Flour Shaker
3,3744,"Object, Drencher",Drencher
3,6810,"Object, Dress Form",Dress Form
3,14744,"Object, Dress-Up Costume",Dress-Up Costume
3,10124,"Object, Driftsight",Driftsight
3,6553,"Object, Drill",Drill
3,6524,"Object, Drill Bit",Drill Bit
3,6525,"Object, Drill Bit, Straight-Fluted Bit",Straight-Fluted Bit
3,6526,"Object, Drill Bit, Twist Bit",Twist Bit
3,6488,"Object, Drill Stem",Drill Stem
3,6554,"Object, Drill, Bow Drill",Bow Drill
3,6555,"Object, Drill, Electric Drill",Electric Drill
3,6556,"Object, Drill, Hand Drill",Hand Drill
3,6403,"Object, Drilling Elevator",Drilling Elevator
3,6404,"Object, Drilling Elevator, Casing Elevator",Casing Elevator
3,6405,"Object, Drilling Elevator, Rod Elevator",Rod Elevator
3,6406,"Object, Drilling Elevator, Tubing Elevator",Tubing Elevator
3,14960,"Object, Drink Box",Drink Box
3,5221,"Object, Drink Serving Vessel",Drink Serving Vessel
3,5236,"Object, Drink Serving Vessel, Beverage Dispenser",Beverage Dispenser
3,5237,"Object, Drink Serving Vessel, Beverage Dispenser, Soda Fountain",Soda Fountain
3,5257,"Object, Drink Serving Vessel, Beverage Urn",Beverage Urn
3,5259,"Object, Drink Serving Vessel, Beverage Urn, Coffee Urn",Coffee Urn
3,5260,"Object, Drink Serving Vessel, Beverage Urn, Hot Water Urn",Hot Water Urn
3,5258,"Object, Drink Serving Vessel, Beverage Urn, Samovar",Samovar
3,5261,"Object, Drink Serving Vessel, Beverage Urn, Tea Urn",Tea Urn
3,5228,"Object, Drink Serving Vessel, Carafe",Carafe
3,5255,"Object, Drink Serving Vessel, Chocolate Pot",Chocolate Pot
3,5229,"Object, Drink Serving Vessel, Coffeepot",Coffeepot
3,5230,"Object, Drink Serving Vessel, Coffeepot, Coffee Biggin",Coffee Biggin
3,5232,"Object, Drink Serving Vessel, Decanter",Decanter
3,5233,"Object, Drink Serving Vessel, Decanter, Bar Decanter",Bar Decanter
3,5235,"Object, Drink Serving Vessel, Decanter, Claret Jug",Claret Jug
3,5234,"Object, Drink Serving Vessel, Decanter, Ship's Decanter",Ship's Decanter
3,5238,"Object, Drink Serving Vessel, Flagon",Flagon
3,5246,"Object, Drink Serving Vessel, Pitcher",Pitcher
3,5248,"Object, Drink Serving Vessel, Pitcher, Beer Pitcher",Beer Pitcher
3,5249,"Object, Drink Serving Vessel, Pitcher, Cream Pitcher",Cream Pitcher
3,5247,"Object, Drink Serving Vessel, Pitcher, Ewer",Ewer
3,5250,"Object, Drink Serving Vessel, Pitcher, Hot Water Pitcher",Hot Water Pitcher
3,5251,"Object, Drink Serving Vessel, Pitcher, Ice Water Pitcher",Ice Water Pitcher
3,5252,"Object, Drink Serving Vessel, Pitcher, Milk Pitcher",Milk Pitcher
3,5253,"Object, Drink Serving Vessel, Pitcher, Syrup Pitcher",Syrup Pitcher
3,5254,"Object, Drink Serving Vessel, Pitcher, Water Pitcher",Water Pitcher
3,5227,"Object, Drink Serving Vessel, Punch Bowl",Punch Bowl
3,5222,"Object, Drink Serving Vessel, Serving Bottle",Serving Bottle
3,5223,"Object, Drink Serving Vessel, Serving Bottle, Decanter Bottle",Decanter Bottle
3,5224,"Object, Drink Serving Vessel, Serving Bottle, Milk Bottle",Milk Bottle
3,5225,"Object, Drink Serving Vessel, Serving Bottle, Seltzer Bottle",Seltzer Bottle
3,5226,"Object, Drink Serving Vessel, Serving Bottle, Wine Bottle",Wine Bottle
3,5239,"Object, Drink Serving Vessel, Serving Jug",Serving Jug
3,5240,"Object, Drink Serving Vessel, Serving Jug, Beer Growler",Beer Growler
3,5241,"Object, Drink Serving Vessel, Serving Jug, Bunghole Jug",Bunghole Jug
3,5242,"Object, Drink Serving Vessel, Serving Jug, Milk Jug",Milk Jug
3,5243,"Object, Drink Serving Vessel, Serving Jug, Monkey Jug",Monkey Jug
3,5244,"Object, Drink Serving Vessel, Serving Jug, Toby Jug",Toby Jug
3,5256,"Object, Drink Serving Vessel, Teapot",Teapot
3,5245,"Object, Drink Serving Vessel, Toddy Lifter",Toddy Lifter
3,5231,"Object, Drink Serving Vessel, Water Cooler",Water Cooler
3,4757,"Object, Drinking Beaker",Drinking Beaker
3,4758,"Object, Drinking Beaker, Passglas",Passglas
3,4760,"Object, Drinking Bottle",Drinking Bottle
3,4761,"Object, Drinking Bottle, Nursing Bottle",Nursing Bottle
3,4762,"Object, Drinking Bottle, Water Bottle",Water Bottle
3,4763,"Object, Drinking Bowl",Drinking Bowl
3,4764,"Object, Drinking Bowl, Brandy Bowl",Brandy Bowl
3,4766,"Object, Drinking Bowl, Mazer",Mazer
3,4767,"Object, Drinking Bowl, Mether",Mether
3,4765,"Object, Drinking Bowl, Tea Bowl",Tea Bowl
3,4798,"Object, Drinking Glass",Drinking Glass
3,4799,"Object, Drinking Glass, Cider Glass",Cider Glass
3,4800,"Object, Drinking Glass, Cocktail Glass",Cocktail Glass
3,4801,"Object, Drinking Glass, Cordial Glass",Cordial Glass
3,4802,"Object, Drinking Glass, Dram Glass",Dram Glass
3,4803,"Object, Drinking Glass, Flip Glass",Flip Glass
3,4804,"Object, Drinking Glass, Gin Glass",Gin Glass
3,4819,"Object, Drinking Glass, Goblet",Goblet
3,4820,"Object, Drinking Glass, Goblet, Pokal",Pokal
3,4805,"Object, Drinking Glass, Juice Glass",Juice Glass
3,4806,"Object, Drinking Glass, Lemonade Glass",Lemonade Glass
3,4807,"Object, Drinking Glass, Malt Beverage Glass",Malt Beverage Glass
3,4808,"Object, Drinking Glass, Mead Glass",Mead Glass
3,4821,"Object, Drinking Glass, Rummer",Rummer
3,4809,"Object, Drinking Glass, Shot Glass",Shot Glass
3,4822,"Object, Drinking Glass, Snifter",Snifter
3,4810,"Object, Drinking Glass, Soda Fountain Glass",Soda Fountain Glass
3,4811,"Object, Drinking Glass, Syllabub Glass",Syllabub Glass
3,4812,"Object, Drinking Glass, Trick Glass",Trick Glass
3,4823,"Object, Drinking Glass, Tumbler",Tumbler
3,4813,"Object, Drinking Glass, Water Glass",Water Glass
3,4814,"Object, Drinking Glass, Whiskey Glass",Whiskey Glass
3,4815,"Object, Drinking Glass, Wine Glass",Wine Glass
3,4816,"Object, Drinking Glass, Wine Glass, Champagne Glass",Champagne Glass
3,4817,"Object, Drinking Glass, Wine Glass, Flute Glass",Flute Glass
3,4818,"Object, Drinking Glass, Wine Glass, Roemer",Roemer
3,4825,"Object, Drinking Horn",Drinking Horn
3,4770,"Object, Drinking Vessel Cover",Drinking Vessel Cover
3,4828,"Object, Drinking Vessel Lid",Drinking Vessel Lid
3,4756,"Object, Drinking Vessels",Drinking Vessels
3,5409,"Object, Drip Pan",Drip Pan
3,4465,"Object, Drum Magnet",Drum Magnet
3,10342,"Object, Dry Measure",Dry Measure
3,5488,"Object, Drying Board",Drying Board
3,5493,"Object, Drying Cage",Drying Cage
3,97,"Object, Dumbwaiter",Dumbwaiter
3,6981,"Object, Dyeing Kettle",Dyeing Kettle
3,3164,"Object, Ear Wax Spoon",Ear Wax Spoon
3,2771,"Object, Earplug",Earplug
3,486,"Object, Earthwork",Earthwork
3,487,"Object, Earthwork, Cairn",Cairn
3,488,"Object, Earthwork, Geoglyph",Geoglyph
3,489,"Object, Earthwork, Mound",Mound
3,490,"Object, Earthwork, Mound, Conical Mound",Conical Mound
3,491,"Object, Earthwork, Mound, Effigy Mound",Effigy Mound
3,492,"Object, Earthwork, Mound, Linear Mound",Linear Mound
3,493,"Object, Earthwork, Mound, Platform Mound",Platform Mound
3,494,"Object, Earthwork, Trench",Trench
3,13029,"Object, Easter Basket",Easter Basket
3,13048,"Object, Easter Egg",Easter Egg
3,4887,"Object, Eating & Drinking Utensils",Eating & Drinking Utensils
3,4840,"Object, Eating Bowl",Eating Bowl
3,4841,"Object, Eating Bowl, Cereal Bowl",Cereal Bowl
3,4842,"Object, Eating Bowl, Dessert Bowl",Dessert Bowl
3,4843,"Object, Eating Bowl, Dessert Bowl, Ice Cream Bowl",Ice Cream Bowl
3,4844,"Object, Eating Bowl, Salad Bowl",Salad Bowl
3,4845,"Object, Eating Bowl, Soup Bowl",Soup Bowl
3,4846,"Object, Eating Bowl, Soup Bowl, Bouillon Bowl",Bouillon Bowl
3,4849,"Object, Eating Dish",Eating Dish
3,4850,"Object, Eating Dish, Butter Chip",Butter Chip
3,4853,"Object, Eating Dish, Corn Dish",Corn Dish
3,4851,"Object, Eating Dish, Custard Cup",Custard Cup
3,4854,"Object, Eating Dish, Dessert Dish",Dessert Dish
3,4856,"Object, Eating Dish, Dessert Dish, Banana Split Dish",Banana Split Dish
3,4857,"Object, Eating Dish, Dessert Dish, Berry Dish",Berry Dish
3,4855,"Object, Eating Dish, Dessert Dish, Coupe",Coupe
3,4858,"Object, Eating Dish, Dessert Dish, Pudding Dish",Pudding Dish
3,4859,"Object, Eating Dish, Dessert Dish, Sherbet Dish",Sherbet Dish
3,4860,"Object, Eating Dish, Dessert Dish, Sundae Dish",Sundae Dish
3,4863,"Object, Eating Dish, Dessert Glass",Dessert Glass
3,4864,"Object, Eating Dish, Dessert Glass, Custard Glass",Custard Glass
3,4865,"Object, Eating Dish, Dessert Glass, Jelly Glass",Jelly Glass
3,4866,"Object, Eating Dish, Dessert Glass, Sweetmeat Glass",Sweetmeat Glass
3,4862,"Object, Eating Dish, Eggcup",Eggcup
3,4867,"Object, Eating Dish, Food Plate",Food Plate
3,4868,"Object, Eating Dish, Food Plate, Butter Plate",Butter Plate
3,4869,"Object, Eating Dish, Food Plate, Cup Plate",Cup Plate
3,4870,"Object, Eating Dish, Food Plate, Dessert Plate",Dessert Plate
3,4871,"Object, Eating Dish, Food Plate, Dinner Plate",Dinner Plate
3,4872,"Object, Eating Dish, Food Plate, Luncheon Plate",Luncheon Plate
3,4873,"Object, Eating Dish, Food Plate, Place Plate",Place Plate
3,4874,"Object, Eating Dish, Food Plate, Salad Plate",Salad Plate
3,4875,"Object, Eating Dish, Food Plate, Soup Plate",Soup Plate
3,4876,"Object, Eating Dish, Food Plate, Tea Plate",Tea Plate
3,4877,"Object, Eating Dish, Food Plate, Twiffler",Twiffler
3,4852,"Object, Eating Dish, Orange Cup",Orange Cup
3,4878,"Object, Eating Dish, Porringer",Porringer
3,4861,"Object, Eating Dish, Sauce Dish",Sauce Dish
3,4879,"Object, Eating Dish, Saucer",Saucer
3,4880,"Object, Eating Dish, Saucer, Berry Saucer",Berry Saucer
3,4881,"Object, Eating Dish, Saucer, Bouillon Cup Saucer",Bouillon Cup Saucer
3,4882,"Object, Eating Dish, Saucer, Demitasse Saucer",Demitasse Saucer
3,4889,"Object, Eating Fork",Eating Fork
3,4890,"Object, Eating Fork, Berry Fork",Berry Fork
3,4891,"Object, Eating Fork, Cake Fork",Cake Fork
3,4892,"Object, Eating Fork, Dessert Fork",Dessert Fork
3,4893,"Object, Eating Fork, Dessert Fork, Ice Cream Fork",Ice Cream Fork
3,4894,"Object, Eating Fork, Dessert Fork, Pastry Fork",Pastry Fork
3,4895,"Object, Eating Fork, Dinner Fork",Dinner Fork
3,4896,"Object, Eating Fork, Fish Fork",Fish Fork
3,4897,"Object, Eating Fork, Folding Fork",Folding Fork
3,4898,"Object, Eating Fork, Hors d'Oeuvre Fork",Hors d'Oeuvre Fork
3,4899,"Object, Eating Fork, Lobster Fork",Lobster Fork
3,4900,"Object, Eating Fork, Luncheon Fork",Luncheon Fork
3,4901,"Object, Eating Fork, Oyster Fork",Oyster Fork
3,4902,"Object, Eating Fork, Salad Fork",Salad Fork
3,4904,"Object, Eating Knife",Eating Knife
3,4911,"Object, Eating Knife, Butter Spreader",Butter Spreader
3,4905,"Object, Eating Knife, Dessert Knife",Dessert Knife
3,4906,"Object, Eating Knife, Dinner Knife",Dinner Knife
3,4907,"Object, Eating Knife, Fish Knife",Fish Knife
3,4908,"Object, Eating Knife, Fruit Knife",Fruit Knife
3,4909,"Object, Eating Knife, Luncheon Knife",Luncheon Knife
3,4910,"Object, Eating Knife, Steak Knife",Steak Knife
3,4913,"Object, Eating Pick",Eating Pick
3,4914,"Object, Eating Pick, Hors d'Oeuvre Pick",Hors d'Oeuvre Pick
3,4915,"Object, Eating Pick, Seafood Pick",Seafood Pick
3,4918,"Object, Eating Spoon",Eating Spoon
3,4919,"Object, Eating Spoon, Cereal Spoon",Cereal Spoon
3,4920,"Object, Eating Spoon, Chocolate Spoon",Chocolate Spoon
3,4921,"Object, Eating Spoon, Coffee Spoon",Coffee Spoon
3,4922,"Object, Eating Spoon, Coffee Spoon, Demitasse Spoon",Demitasse Spoon
3,4923,"Object, Eating Spoon, Cream Spoon",Cream Spoon
3,4924,"Object, Eating Spoon, Dessert Spoon",Dessert Spoon
3,4925,"Object, Eating Spoon, Dessert Spoon, Ice Cream Spoon",Ice Cream Spoon
3,4926,"Object, Eating Spoon, Dessert Spoon, Sherbet Spoon",Sherbet Spoon
3,4927,"Object, Eating Spoon, Egg Spoon",Egg Spoon
3,4928,"Object, Eating Spoon, Folding Spoon",Folding Spoon
3,4929,"Object, Eating Spoon, Fruit Spoon",Fruit Spoon
3,4930,"Object, Eating Spoon, Fruit Spoon, Grapefruit Spoon",Grapefruit Spoon
3,4931,"Object, Eating Spoon, Fruit Spoon, Orange Spoon",Orange Spoon
3,4932,"Object, Eating Spoon, Iced Tea Spoon",Iced Tea Spoon
3,4933,"Object, Eating Spoon, Lemonade Spoon",Lemonade Spoon
3,4934,"Object, Eating Spoon, Marrow Spoon",Marrow Spoon
3,4935,"Object, Eating Spoon, Soda Spoon",Soda Spoon
3,4936,"Object, Eating Spoon, Soup Spoon",Soup Spoon
3,4937,"Object, Eating Spoon, Soup Spoon, Bouillon Spoon",Bouillon Spoon
3,4938,"Object, Eating Spoon, Teaspoon",Teaspoon
3,4839,"Object, Eating Vessels",Eating Vessels
3,10125,"Object, Echometer",Echometer
3,8369,"Object, Eclipsareon",Eclipsareon
3,5643,"Object, Edge Slicker",Edge Slicker
3,14835,"Object, Educational Toy",Educational Toy
3,4591,"Object, Egg Processing Tool",Egg Processing Tool
3,4592,"Object, Egg Processing Tool, Egg Candler",Egg Candler
3,4593,"Object, Egg Processing Tool, Egg Carrier",Egg Carrier
3,4594,"Object, Egg Processing Tool, Egg Grader",Egg Grader
3,4595,"Object, Egg Processing Tool, Egg Washer",Egg Washer
3,4185,"Object, Egg Punch",Egg Punch
3,5262,"Object, Egg Warmer",Egg Warmer
3,8783,"Object, Electric Cable",Electric Cable
3,8784,"Object, Electric Cable, Extension Cord",Extension Cord
3,8785,"Object, Electric Cable, Power Cord",Power Cord
3,8791,"Object, Electric Conduit",Electric Conduit
3,8839,"Object, Electric Wire",Electric Wire
3,8714,"Object, Electrical & Magnetic Measurement Devices",Electrical & Magnetic Measurement Devices
3,8764,"Object, Electrical Adapter",Electrical Adapter
3,8765,"Object, Electrical Adapter, Battery Adapter",Battery Adapter
3,8766,"Object, Electrical Adapter, Battery Charger Adapter",Battery Charger Adapter
3,8767,"Object, Electrical Adapter, Plug Adapter",Plug Adapter
3,8774,"Object, Electrical Box",Electrical Box
3,8775,"Object, Electrical Box, Control Box",Control Box
3,8776,"Object, Electrical Box, Decade Box",Decade Box
3,8777,"Object, Electrical Box, Fuse Box",Fuse Box
3,8778,"Object, Electrical Box, Junction Box",Junction Box
3,8779,"Object, Electrical Box, Outlet Box",Outlet Box
3,8780,"Object, Electrical Box, Resistance Box",Resistance Box
3,8781,"Object, Electrical Box, Utility Box",Utility Box
3,8789,"Object, Electrical Choke",Electrical Choke
3,8715,"Object, Electrical Instrument",Electrical Instrument
3,8716,"Object, Electrical Instrument, Ammeter",Ammeter
3,8717,"Object, Electrical Instrument, Ammeter, Milliammeter",Milliammeter
3,8718,"Object, Electrical Instrument, Ammeter, Thermoammeter",Thermoammeter
3,8729,"Object, Electrical Instrument, Electric Meter",Electric Meter
3,8720,"Object, Electrical Instrument, Electrometer",Electrometer
3,8721,"Object, Electrical Instrument, Electroscope",Electroscope
3,8724,"Object, Electrical Instrument, Electrostatic Generator",Electrostatic Generator
3,8725,"Object, Electrical Instrument, Electrostatic Generator, Van de Graaf Generator",Van de Graaf Generator
